date,ndays,fit_y,fit_lower,fit_upper
2022-02-18,79,0.9999999991626991,0.9999999816219182,0.9999999999529343
2022-02-19,80,0.99999999940718,0.99999998656691,0.9999999999677216
2022-02-20,81,0.9999999995802755,0.9999999901813527,0.999999999977863
2022-02-21,82,0.9999999997028295,0.9999999928232568,0.9999999999848181
2022-02-22,83,0.9999999997895994,0.9999999947543037,0.9999999999895881
2022-02-23,84,0.9999999998510336,0.9999999961657637,0.9999999999928593
2022-02-24,85,0.9999999998945297,0.999999997197442,0.9999999999951028
2022-02-25,86,0.9999999999253257,0.9999999979515264,0.9999999999966414
2022-02-26,87,0.9999999999471296,0.9999999985027095,0.9999999999976967
2022-02-27,88,0.999999999962567,0.9999999989055854,0.9999999999984204
2022-02-28,89,0.999999999973497,0.9999999992000597,0.9999999999989166
2022-03-01,90,0.9999999999812355,0.9999999994152997,0.999999999999257
2022-03-02,91,0.9999999999867144,0.999999999572625,0.9999999999994904
2022-03-03,92,0.9999999999905937,0.9999999996876188,0.9999999999996505
2022-03-04,93,0.9999999999933402,0.9999999997716713,0.9999999999997604
2022-03-05,94,0.9999999999952847,0.9999999998331077,0.9999999999998357
2022-03-06,95,0.9999999999966616,0.9999999998780134,0.9999999999998872
2022-03-07,96,0.9999999999976363,0.9999999999108364,0.9999999999999227
2022-03-08,97,0.9999999999983264,0.9999999999348277,0.9999999999999469
2022-03-09,98,0.9999999999988152,0.9999999999523637,0.9999999999999636
2022-03-10,99,0.9999999999991611,0.9999999999651812,0.9999999999999751
2022-03-11,100,0.999999999999406,0.9999999999745499,0.9999999999999829
2022-03-12,101,0.9999999999995794,0.9999999999813978,0.9999999999999882
2022-03-13,102,0.9999999999997022,0.9999999999864031,0.999999999999992
2022-03-14,103,0.9999999999997893,0.9999999999900615,0.9999999999999944
2022-03-15,104,0.9999999999998508,0.9999999999927358,0.9999999999999962
2022-03-16,105,0.9999999999998943,0.9999999999946902,0.9999999999999973
2022-03-17,106,0.9999999999999252,0.9999999999961189,0.9999999999999982
2022-03-18,107,0.9999999999999469,0.9999999999971632,0.9999999999999989
2022-03-19,108,0.9999999999999625,0.9999999999979265,0.9999999999999991
2022-03-20,109,0.9999999999999734,0.9999999999984845,0.9999999999999993
2022-03-21,110,0.9999999999999811,0.9999999999988922,0.9999999999999996
2022-03-22,111,0.9999999999999867,0.9999999999991902,0.9999999999999998
2022-03-23,112,0.9999999999999907,0.9999999999994083,0.9999999999999998
2022-03-24,113,0.9999999999999933,0.9999999999995675,0.9999999999999998
2022-03-25,114,0.9999999999999953,0.9999999999996838,1.0
2022-03-26,115,0.9999999999999967,0.9999999999997689,1.0
2022-03-27,116,0.9999999999999976,0.999999999999831,1.0
2022-03-28,117,0.9999999999999982,0.9999999999998765,1.0
2022-03-29,118,0.9999999999999989,0.9999999999999098,1.0
2022-03-30,119,0.9999999999999991,0.999999999999934,1.0
2022-03-31,120,0.9999999999999993,0.9999999999999518,1.0
2022-04-01,121,0.9999999999999996,0.9999999999999647,1.0
2022-04-02,122,0.9999999999999998,0.9999999999999742,1.0
2022-04-03,123,0.9999999999999998,0.9999999999999811,1.0
2022-04-04,124,0.9999999999999998,0.9999999999999862,1.0
2022-04-05,125,1.0,0.99999999999999,1.0
2022-04-06,126,1.0,0.9999999999999927,1.0
2022-04-07,127,1.0,0.9999999999999947,1.0
2022-04-08,128,1.0,0.999999999999996,1.0
2022-04-09,129,1.0,0.9999999999999971,1.0
2022-04-10,130,1.0,0.999999999999998,1.0
2022-04-11,131,1.0,0.9999999999999984,1.0
2022-04-12,132,1.0,0.9999999999999989,1.0
2022-04-13,133,1.0,0.9999999999999991,1.0
2022-04-14,134,1.0,0.9999999999999993,1.0
2022-04-15,135,1.0,0.9999999999999996,1.0
2022-04-16,136,1.0,0.9999999999999998,1.0
2022-04-17,137,1.0,0.9999999999999998,1.0
2022-04-18,138,1.0,0.9999999999999998,1.0
2022-04-19,139,1.0,0.9999999999999998,1.0
2022-04-20,140,1.0,1.0,1.0
2022-04-21,141,1.0,1.0,1.0
2022-04-22,142,1.0,1.0,1.0
2022-04-23,143,1.0,1.0,1.0
2022-04-24,144,1.0,1.0,1.0
2022-04-25,145,1.0,1.0,1.0
2022-04-26,146,1.0,1.0,1.0
2022-04-27,147,1.0,1.0,1.0
2022-04-28,148,1.0,1.0,1.0
2022-04-29,149,1.0,1.0,1.0
2022-04-30,150,1.0,1.0,1.0
2022-05-01,151,1.0,1.0,1.0
2022-05-02,152,1.0,1.0,1.0
2022-05-03,153,1.0,1.0,1.0
2022-05-04,154,1.0,1.0,1.0
2022-05-05,155,1.0,1.0,1.0
2022-05-06,156,1.0,1.0,1.0
2022-05-07,157,1.0,1.0,1.0
2022-05-08,158,1.0,1.0,1.0
2022-05-09,159,1.0,1.0,1.0
2022-05-10,160,1.0,1.0,1.0
2022-05-11,161,1.0,1.0,1.0
2022-05-12,162,1.0,1.0,1.0
2022-05-13,163,1.0,1.0,1.0
2022-05-14,164,1.0,1.0,1.0
2022-05-15,165,1.0,1.0,1.0
2022-05-16,166,1.0,1.0,1.0
2022-05-17,167,1.0,1.0,1.0
2022-05-18,168,1.0,1.0,1.0
2022-05-19,169,1.0,1.0,1.0
2022-05-20,170,1.0,1.0,1.0
2022-05-21,171,1.0,1.0,1.0
2022-05-22,172,1.0,1.0,1.0
2022-05-23,173,1.0,1.0,1.0
2022-05-24,174,1.0,1.0,1.0
2022-05-25,175,1.0,1.0,1.0
2022-05-26,176,1.0,1.0,1.0
2022-05-27,177,1.0,1.0,1.0
2022-05-28,178,1.0,1.0,1.0
2022-05-29,179,1.0,1.0,1.0
2022-05-30,180,1.0,1.0,1.0
2022-05-31,181,1.0,1.0,1.0
2022-06-01,182,1.0,1.0,1.0
2022-06-02,183,1.0,1.0,1.0
2022-06-03,184,1.0,1.0,1.0
2022-06-04,185,1.0,1.0,1.0
2022-06-05,186,1.0,1.0,1.0
2022-06-06,187,1.0,1.0,1.0
2022-06-07,188,1.0,1.0,1.0
2022-06-08,189,1.0,1.0,1.0
2022-06-09,190,1.0,1.0,1.0
2022-06-10,191,1.0,1.0,1.0
2022-06-11,192,1.0,1.0,1.0
2022-06-12,193,1.0,1.0,1.0
2022-06-13,194,1.0,1.0,1.0
2022-06-14,195,1.0,1.0,1.0
2022-06-15,196,1.0,1.0,1.0
2022-06-16,197,1.0,1.0,1.0
2022-06-17,198,1.0,1.0,1.0
2022-06-18,199,1.0,1.0,1.0
2022-06-19,200,1.0,1.0,1.0
2022-06-20,201,1.0,1.0,1.0
2022-06-21,202,1.0,1.0,1.0
2022-06-22,203,1.0,1.0,1.0
2022-06-23,204,1.0,1.0,1.0
2022-06-24,205,1.0,1.0,1.0
2022-06-25,206,1.0,1.0,1.0
2022-06-26,207,1.0,1.0,1.0
2022-06-27,208,1.0,1.0,1.0
2022-06-28,209,1.0,1.0,1.0
2022-06-29,210,1.0,1.0,1.0
2022-06-30,211,1.0,1.0,1.0
2022-07-01,212,1.0,1.0,1.0
2022-07-02,213,1.0,1.0,1.0
2022-07-03,214,1.0,1.0,1.0
2022-07-04,215,1.0,1.0,1.0
2022-07-05,216,1.0,1.0,1.0
2022-07-06,217,1.0,1.0,1.0
2022-07-07,218,1.0,1.0,1.0
2022-07-08,219,1.0,1.0,1.0
2022-07-09,220,1.0,1.0,1.0
2022-07-10,221,1.0,1.0,1.0
2022-07-11,222,1.0,1.0,1.0
2022-07-12,223,1.0,1.0,1.0
2022-07-13,224,1.0,1.0,1.0
2022-07-14,225,1.0,1.0,1.0
2022-07-15,226,1.0,1.0,1.0
2022-07-16,227,1.0,1.0,1.0
2022-07-17,228,1.0,1.0,1.0
2022-07-18,229,1.0,1.0,1.0
2022-07-19,230,1.0,1.0,1.0
2022-07-20,231,1.0,1.0,1.0
2022-07-21,232,1.0,1.0,1.0
2022-07-22,233,1.0,1.0,1.0
2022-07-23,234,1.0,1.0,1.0
2022-07-24,235,1.0,1.0,1.0
2022-07-25,236,1.0,1.0,1.0
2022-07-26,237,1.0,1.0,1.0
2022-07-27,238,1.0,1.0,1.0
2022-07-28,239,1.0,1.0,1.0
2022-07-29,240,1.0,1.0,1.0
2022-07-30,241,1.0,1.0,1.0
2022-07-31,242,1.0,1.0,1.0
2022-08-01,243,1.0,1.0,1.0
2022-08-02,244,1.0,1.0,1.0
2022-08-03,245,1.0,1.0,1.0
2022-08-04,246,1.0,1.0,1.0
2022-08-05,247,1.0,1.0,1.0
2022-08-06,248,1.0,1.0,1.0
2022-08-07,249,1.0,1.0,1.0
2022-08-08,250,1.0,1.0,1.0
2022-08-09,251,1.0,1.0,1.0
2022-08-10,252,1.0,1.0,1.0
2022-08-11,253,1.0,1.0,1.0
2022-08-12,254,1.0,1.0,1.0
2022-08-13,255,1.0,1.0,1.0
2022-08-14,256,1.0,1.0,1.0
2022-08-15,257,1.0,1.0,1.0
2022-08-16,258,1.0,1.0,1.0
2022-08-17,259,1.0,1.0,1.0
2022-08-18,260,1.0,1.0,1.0
2022-08-19,261,1.0,1.0,1.0
2022-08-20,262,1.0,1.0,1.0
2022-08-21,263,1.0,1.0,1.0
2022-08-22,264,1.0,1.0,1.0
2022-08-23,265,1.0,1.0,1.0
2022-08-24,266,1.0,1.0,1.0
2022-08-25,267,1.0,1.0,1.0
2022-08-26,268,1.0,1.0,1.0
2022-08-27,269,1.0,1.0,1.0
2022-08-28,270,1.0,1.0,1.0
2022-08-29,271,1.0,1.0,1.0
2022-08-30,272,1.0,1.0,1.0
2022-08-31,273,1.0,1.0,1.0
2022-09-01,274,1.0,1.0,1.0
2022-09-02,275,1.0,1.0,1.0
2022-09-03,276,1.0,1.0,1.0
2022-09-04,277,1.0,1.0,1.0
2022-09-05,278,1.0,1.0,1.0
2022-09-06,279,1.0,1.0,1.0
2022-09-07,280,1.0,1.0,1.0
2022-09-08,281,1.0,1.0,1.0
2022-09-09,282,1.0,1.0,1.0
2022-09-10,283,1.0,1.0,1.0
2022-09-11,284,1.0,1.0,1.0
2022-09-12,285,1.0,1.0,1.0
2022-09-13,286,1.0,1.0,1.0
2022-09-14,287,1.0,1.0,1.0
2022-09-15,288,1.0,1.0,1.0
2022-09-16,289,1.0,1.0,1.0
2022-09-17,290,1.0,1.0,1.0
2022-09-18,291,1.0,1.0,1.0
2022-09-19,292,1.0,1.0,1.0
2022-09-20,293,1.0,1.0,1.0
2022-09-21,294,1.0,1.0,1.0
2022-09-22,295,1.0,1.0,1.0
2022-09-23,296,1.0,1.0,1.0
2022-09-24,297,1.0,1.0,1.0
2022-09-25,298,1.0,1.0,1.0
2022-09-26,299,1.0,1.0,1.0
